id,configuration string
10,-barrier_algorithm '3' -barrier_crossover '0' -barrier_limits_corrections '1359' -barrier_limits_growth '3.196859674368163E9' -barrier_ordering '2' -barrier_startalg '4' -emphasis_memory 'no' -emphasis_mip '2' -emphasis_numerical 'yes' -feasopt_mode '2' -lpmethod '2' -mip_cuts_cliques '-1' -mip_cuts_covers '2' -mip_cuts_disjunctive '0' -mip_cuts_flowcovers '-1' -mip_cuts_gomory '0' -mip_cuts_gubcovers '-1' -mip_cuts_implied '-1' -mip_cuts_mcfcut '1' -mip_cuts_mircut '1' -mip_cuts_pathcut '2' -mip_cuts_zerohalfcut '2' -mip_limits_aggforcut '258' -mip_limits_cutpasses '33566' -mip_limits_cutsfactor '8202.894747664132' -mip_limits_gomorycand '682' -mip_limits_gomorypass '47300' -mip_limits_submipnodelim '2269' -mip_ordertype '2' -mip_strategy_backtrack '0.41366736802712145' -mip_strategy_bbinterval '4832' -mip_strategy_branch '0' -mip_strategy_dive '2' -mip_strategy_file '0' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '54137.12640040429' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '2' -mip_strategy_order 'yes' -mip_strategy_presolvenode '0' -mip_strategy_probe '-1' -mip_strategy_rinsheur '42624' -mip_strategy_search '1' -mip_strategy_startalgorithm '4' -mip_strategy_subalgorithm '5' -mip_strategy_variableselect '0' -network_netfind '2' -network_pricing '0' -preprocessing_aggregator '20920' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '3' -preprocessing_dependency '0' -preprocessing_dual '0' -preprocessing_fill '2' -preprocessing_linear '1' -preprocessing_numpass '55904' -preprocessing_reduce '1' -preprocessing_relax '0' -preprocessing_repeatpresolve '1' -preprocessing_symmetry '0' -read_scale '-1' -sifting_algorithm '2' -simplex_crash '0' -simplex_dgradient '0' -simplex_limits_perturbation '50258' -simplex_limits_singularity '9051' -simplex_perturbation_switch 'no' -simplex_pgradient '-1' -simplex_pricing '39163' -simplex_refactor '8723.924589743685' -simplex_tolerances_markowitz '0.8551469539942819'
11,-barrier_algorithm '0' -barrier_crossover '-1' -barrier_limits_corrections '1275' -barrier_limits_growth '8877239.137247898' -barrier_ordering '2' -barrier_startalg '4' -emphasis_memory 'no' -emphasis_mip '3' -emphasis_numerical 'yes' -feasopt_mode '0' -lpmethod '2' -mip_cuts_cliques '1' -mip_cuts_covers '1' -mip_cuts_disjunctive '1' -mip_cuts_flowcovers '2' -mip_cuts_gomory '-1' -mip_cuts_gubcovers '2' -mip_cuts_implied '2' -mip_cuts_mcfcut '1' -mip_cuts_mircut '1' -mip_cuts_pathcut '-1' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '58582' -mip_limits_cutpasses '56174' -mip_limits_cutsfactor '6.239292024873665' -mip_limits_gomorycand '861' -mip_limits_gomorypass '1342' -mip_limits_submipnodelim '3' -mip_ordertype '3' -mip_strategy_backtrack '0.9212787422280811' -mip_strategy_bbinterval '63' -mip_strategy_branch '0' -mip_strategy_dive '1' -mip_strategy_file '0' -mip_strategy_fpheur '-1' -mip_strategy_heuristicfreq '56622.38094136049' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '2' -mip_strategy_order 'no' -mip_strategy_presolvenode '-1' -mip_strategy_probe '1' -mip_strategy_rinsheur '3647' -mip_strategy_search '1' -mip_strategy_startalgorithm '5' -mip_strategy_subalgorithm '5' -mip_strategy_variableselect '-1' -network_netfind '1' -network_pricing '2' -preprocessing_aggregator '39456' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '3' -preprocessing_dependency '-1' -preprocessing_dual '-1' -preprocessing_fill '56012' -preprocessing_linear '0' -preprocessing_numpass '31794' -preprocessing_reduce '1' -preprocessing_relax '0' -preprocessing_repeatpresolve '3' -preprocessing_symmetry '3' -read_scale '0' -sifting_algorithm '3' -simplex_crash '1' -simplex_dgradient '3' -simplex_limits_perturbation '31224' -simplex_limits_singularity '1' -simplex_perturbation_switch 'no' -simplex_pgradient '-1' -simplex_pricing '60545' -simplex_refactor '6775.307939261244' -simplex_tolerances_markowitz '0.8973962591614579'
12,-barrier_algorithm '0' -barrier_crossover '0' -barrier_limits_corrections '48499' -barrier_limits_growth '8906.870247140785' -barrier_ordering '2' -barrier_startalg '3' -emphasis_memory 'no' -emphasis_mip '0' -emphasis_numerical 'no' -feasopt_mode '2' -lpmethod '4' -mip_cuts_cliques '1' -mip_cuts_covers '3' -mip_cuts_disjunctive '-1' -mip_cuts_flowcovers '2' -mip_cuts_gomory '1' -mip_cuts_gubcovers '-1' -mip_cuts_implied '0' -mip_cuts_mcfcut '0' -mip_cuts_mircut '1' -mip_cuts_pathcut '1' -mip_cuts_zerohalfcut '2' -mip_limits_aggforcut '61880' -mip_limits_cutpasses '55884' -mip_limits_cutsfactor '1.0253721297159242' -mip_limits_gomorycand '232' -mip_limits_gomorypass '36178' -mip_limits_submipnodelim '3' -mip_ordertype '3' -mip_strategy_backtrack '0.5631411376716166' -mip_strategy_bbinterval '6302' -mip_strategy_branch '0' -mip_strategy_dive '0' -mip_strategy_file '0' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '46066.86100727797' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '1' -mip_strategy_order 'yes' -mip_strategy_presolvenode '0' -mip_strategy_probe '3' -mip_strategy_rinsheur '18977' -mip_strategy_search '0' -mip_strategy_startalgorithm '4' -mip_strategy_subalgorithm '2' -mip_strategy_variableselect '-1' -network_netfind '3' -network_pricing '2' -perturbation_constant '4.755324688770317E-6' -preprocessing_aggregator '64097' -preprocessing_boundstrength '1' -preprocessing_coeffreduce '3' -preprocessing_dependency '3' -preprocessing_dual '1' -preprocessing_fill '4232' -preprocessing_linear '1' -preprocessing_numpass '35747' -preprocessing_reduce '1' -preprocessing_relax '-1' -preprocessing_repeatpresolve '1' -preprocessing_symmetry '4' -read_scale '0' -sifting_algorithm '3' -simplex_crash '0' -simplex_dgradient '4' -simplex_limits_perturbation '17601' -simplex_limits_singularity '18' -simplex_perturbation_switch 'yes' -simplex_pgradient '-1' -simplex_pricing '60877' -simplex_refactor '205.72354998039333' -simplex_tolerances_markowitz '0.5553496720142242'
13,-barrier_algorithm '3' -barrier_crossover '1' -barrier_limits_corrections '15566' -barrier_limits_growth '2.3130124902315366E12' -barrier_ordering '3' -barrier_startalg '1' -emphasis_memory 'no' -emphasis_mip '4' -emphasis_numerical 'yes' -feasopt_mode '3' -lpmethod '2' -mip_cuts_cliques '2' -mip_cuts_covers '1' -mip_cuts_disjunctive '2' -mip_cuts_flowcovers '1' -mip_cuts_gomory '0' -mip_cuts_gubcovers '1' -mip_cuts_implied '0' -mip_cuts_mcfcut '-1' -mip_cuts_mircut '1' -mip_cuts_pathcut '0' -mip_cuts_zerohalfcut '2' -mip_limits_aggforcut '3834' -mip_limits_cutpasses '56168' -mip_limits_cutsfactor '62.494455614063455' -mip_limits_gomorycand '1507' -mip_limits_gomorypass '16795' -mip_limits_submipnodelim '34' -mip_ordertype '3' -mip_strategy_backtrack '0.7228686245962829' -mip_strategy_bbinterval '31978' -mip_strategy_branch '0' -mip_strategy_dive '3' -mip_strategy_file '0' -mip_strategy_fpheur '-1' -mip_strategy_heuristicfreq '40921.80963387161' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '2' -mip_strategy_order 'yes' -mip_strategy_presolvenode '-1' -mip_strategy_probe '0' -mip_strategy_rinsheur '570' -mip_strategy_search '0' -mip_strategy_startalgorithm '4' -mip_strategy_subalgorithm '5' -mip_strategy_variableselect '0' -network_netfind '2' -network_pricing '1' -perturbation_constant '0.001785018204172133' -preprocessing_aggregator '33374' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '3' -preprocessing_dependency '3' -preprocessing_dual '-1' -preprocessing_fill '1' -preprocessing_linear '0' -preprocessing_numpass '7308' -preprocessing_reduce '3' -preprocessing_relax '1' -preprocessing_repeatpresolve '2' -preprocessing_symmetry '5' -read_scale '1' -sifting_algorithm '2' -simplex_crash '1' -simplex_dgradient '4' -simplex_limits_perturbation '44995' -simplex_limits_singularity '17' -simplex_perturbation_switch 'yes' -simplex_pgradient '3' -simplex_pricing '5827' -simplex_refactor '5376.188994130318' -simplex_tolerances_markowitz '1.8489091369456998E-4'
14,-barrier_algorithm '2' -barrier_crossover '2' -barrier_limits_corrections '50669' -barrier_limits_growth '1.1387157479755021E13' -barrier_ordering '0' -barrier_startalg '1' -emphasis_memory 'no' -emphasis_mip '1' -emphasis_numerical 'no' -feasopt_mode '4' -lpmethod '2' -mip_cuts_cliques '1' -mip_cuts_covers '-1' -mip_cuts_disjunctive '-1' -mip_cuts_flowcovers '1' -mip_cuts_gomory '1' -mip_cuts_gubcovers '-1' -mip_cuts_implied '1' -mip_cuts_mcfcut '2' -mip_cuts_mircut '1' -mip_cuts_pathcut '0' -mip_cuts_zerohalfcut '-1' -mip_limits_aggforcut '35316' -mip_limits_cutpasses '383' -mip_limits_cutsfactor '1746.710570173896' -mip_limits_gomorycand '6' -mip_limits_gomorypass '61116' -mip_limits_strongcand '41' -mip_limits_strongit '49310' -mip_limits_submipnodelim '4021' -mip_ordertype '3' -mip_strategy_backtrack '0.11181192264126505' -mip_strategy_bbinterval '4' -mip_strategy_branch '1' -mip_strategy_dive '1' -mip_strategy_file '1' -mip_strategy_fpheur '1' -mip_strategy_heuristicfreq '35015.75025155511' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '2' -mip_strategy_order 'yes' -mip_strategy_presolvenode '3' -mip_strategy_probe '2' -mip_strategy_rinsheur '11927' -mip_strategy_search '2' -mip_strategy_startalgorithm '5' -mip_strategy_subalgorithm '3' -mip_strategy_variableselect '3' -network_netfind '3' -network_pricing '2' -perturbation_constant '0.009386700514966796' -preprocessing_aggregator '4085' -preprocessing_boundstrength '0' -preprocessing_coeffreduce '2' -preprocessing_dependency '3' -preprocessing_dual '-1' -preprocessing_fill '61' -preprocessing_linear '1' -preprocessing_numpass '45218' -preprocessing_reduce '3' -preprocessing_relax '0' -preprocessing_repeatpresolve '1' -preprocessing_symmetry '1' -read_scale '0' -sifting_algorithm '4' -simplex_crash '0' -simplex_dgradient '0' -simplex_limits_perturbation '23757' -simplex_limits_singularity '1' -simplex_perturbation_switch 'yes' -simplex_pgradient '4' -simplex_pricing '44575' -simplex_refactor '7353.4167501026195' -simplex_tolerances_markowitz '0.044137708158594746'
15,-barrier_algorithm '3' -barrier_crossover '2' -barrier_limits_corrections '11723' -barrier_limits_growth '6.538048158843696' -barrier_ordering '1' -barrier_startalg '4' -emphasis_memory 'no' -emphasis_mip '4' -emphasis_numerical 'no' -feasopt_mode '1' -lpmethod '4' -mip_cuts_cliques '0' -mip_cuts_covers '3' -mip_cuts_disjunctive '1' -mip_cuts_flowcovers '-1' -mip_cuts_gomory '-1' -mip_cuts_gubcovers '-1' -mip_cuts_implied '2' -mip_cuts_mcfcut '2' -mip_cuts_mircut '-1' -mip_cuts_pathcut '0' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '47040' -mip_limits_cutpasses '56735' -mip_limits_cutsfactor '7713.949571300056' -mip_limits_gomorycand '6' -mip_limits_gomorypass '10960' -mip_limits_submipnodelim '5' -mip_ordertype '3' -mip_strategy_backtrack '0.8234300370929685' -mip_strategy_bbinterval '11' -mip_strategy_branch '-1' -mip_strategy_dive '1' -mip_strategy_file '1' -mip_strategy_fpheur '1' -mip_strategy_heuristicfreq '17934.289985389078' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '0' -mip_strategy_order 'yes' -mip_strategy_presolvenode '0' -mip_strategy_probe '3' -mip_strategy_rinsheur '9276' -mip_strategy_search '0' -mip_strategy_startalgorithm '6' -mip_strategy_subalgorithm '1' -mip_strategy_variableselect '2' -network_netfind '2' -network_pricing '1' -preprocessing_aggregator '23876' -preprocessing_boundstrength '1' -preprocessing_coeffreduce '3' -preprocessing_dependency '3' -preprocessing_dual '0' -preprocessing_fill '71' -preprocessing_linear '0' -preprocessing_numpass '21366' -preprocessing_reduce '0' -preprocessing_relax '0' -preprocessing_repeatpresolve '-1' -preprocessing_symmetry '2' -read_scale '1' -sifting_algorithm '0' -simplex_crash '-1' -simplex_dgradient '5' -simplex_limits_perturbation '38594' -simplex_limits_singularity '3' -simplex_perturbation_switch 'no' -simplex_pgradient '0' -simplex_pricing '47792' -simplex_refactor '7824.916695170944' -simplex_tolerances_markowitz '0.0010736242416250726'
16,-barrier_algorithm '0' -barrier_crossover '0' -barrier_limits_corrections '34285' -barrier_limits_growth '1.8218888720231625E8' -barrier_ordering '0' -barrier_startalg '1' -emphasis_memory 'no' -emphasis_mip '3' -emphasis_numerical 'yes' -feasopt_mode '0' -lpmethod '2' -mip_cuts_cliques '1' -mip_cuts_covers '0' -mip_cuts_disjunctive '1' -mip_cuts_flowcovers '-1' -mip_cuts_gomory '2' -mip_cuts_gubcovers '2' -mip_cuts_implied '1' -mip_cuts_mcfcut '1' -mip_cuts_mircut '-1' -mip_cuts_pathcut '-1' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '47358' -mip_limits_cutpasses '10383' -mip_limits_cutsfactor '16.049933783596263' -mip_limits_gomorycand '16' -mip_limits_gomorypass '45653' -mip_limits_submipnodelim '97' -mip_ordertype '0' -mip_strategy_backtrack '0.3950353103531451' -mip_strategy_bbinterval '5' -mip_strategy_branch '-1' -mip_strategy_dive '1' -mip_strategy_file '0' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '53819.25590157786' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '3' -mip_strategy_presolvenode '2' -mip_strategy_probe '3' -mip_strategy_rinsheur '50278' -mip_strategy_search '0' -mip_strategy_startalgorithm '1' -mip_strategy_subalgorithm '1' -mip_strategy_variableselect '1' -network_netfind '1' -network_pricing '2' -perturbation_constant '2.6692835651402456E-8' -preprocessing_aggregator '44893' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '-1' -preprocessing_dependency '3' -preprocessing_dual '-1' -preprocessing_fill '1208' -preprocessing_linear '1' -preprocessing_numpass '48037' -preprocessing_reduce '0' -preprocessing_relax '0' -preprocessing_repeatpresolve '3' -preprocessing_symmetry '2' -read_scale '-1' -sifting_algorithm '0' -simplex_crash '-1' -simplex_dgradient '0' -simplex_limits_perturbation '51732' -simplex_limits_singularity '3' -simplex_perturbation_switch 'yes' -simplex_pgradient '3' -simplex_pricing '8815' -simplex_refactor '2875.846068783219' -simplex_tolerances_markowitz '0.11351313239326372'
17,-barrier_algorithm '1' -barrier_crossover '-1' -barrier_limits_corrections '34772' -barrier_limits_growth '746.125535421825' -barrier_ordering '0' -barrier_startalg '4' -emphasis_memory 'no' -emphasis_mip '2' -emphasis_numerical 'no' -feasopt_mode '3' -lpmethod '1' -mip_cuts_cliques '0' -mip_cuts_covers '-1' -mip_cuts_disjunctive '0' -mip_cuts_flowcovers '-1' -mip_cuts_gomory '2' -mip_cuts_gubcovers '0' -mip_cuts_implied '-1' -mip_cuts_mcfcut '2' -mip_cuts_mircut '1' -mip_cuts_pathcut '-1' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '56625' -mip_limits_cutpasses '57493' -mip_limits_cutsfactor '1.764301914521391' -mip_limits_gomorycand '1091' -mip_limits_gomorypass '36159' -mip_limits_submipnodelim '14' -mip_ordertype '1' -mip_strategy_backtrack '0.47763181569440516' -mip_strategy_bbinterval '242' -mip_strategy_branch '-1' -mip_strategy_dive '3' -mip_strategy_file '0' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '26514.87221084367' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '0' -mip_strategy_order 'no' -mip_strategy_presolvenode '1' -mip_strategy_probe '3' -mip_strategy_rinsheur '47057' -mip_strategy_search '1' -mip_strategy_startalgorithm '0' -mip_strategy_subalgorithm '1' -mip_strategy_variableselect '2' -network_netfind '2' -network_pricing '2' -perturbation_constant '3.498879088743562E-4' -preprocessing_aggregator '5395' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '1' -preprocessing_dependency '3' -preprocessing_dual '1' -preprocessing_fill '1453' -preprocessing_linear '0' -preprocessing_numpass '14619' -preprocessing_reduce '3' -preprocessing_relax '1' -preprocessing_repeatpresolve '0' -preprocessing_symmetry '0' -read_scale '-1' -sifting_algorithm '4' -simplex_crash '0' -simplex_dgradient '5' -simplex_limits_perturbation '50016' -simplex_limits_singularity '1' -simplex_perturbation_switch 'yes' -simplex_pgradient '1' -simplex_pricing '648' -simplex_refactor '2130.9870681085686' -simplex_tolerances_markowitz '5.12692700133423E-4'
18,-barrier_algorithm '2' -barrier_crossover '-1' -barrier_limits_corrections '33124' -barrier_limits_growth '1.5101565803899156E13' -barrier_ordering '0' -barrier_startalg '4' -emphasis_memory 'no' -emphasis_mip '1' -emphasis_numerical 'no' -feasopt_mode '5' -lpmethod '0' -mip_cuts_cliques '0' -mip_cuts_covers '1' -mip_cuts_disjunctive '1' -mip_cuts_flowcovers '0' -mip_cuts_gomory '2' -mip_cuts_gubcovers '-1' -mip_cuts_implied '2' -mip_cuts_mcfcut '1' -mip_cuts_mircut '0' -mip_cuts_pathcut '2' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '48245' -mip_limits_cutpasses '1362' -mip_limits_cutsfactor '3.4477321786095487' -mip_limits_gomorycand '17' -mip_limits_gomorypass '45021' -mip_limits_submipnodelim '1154' -mip_ordertype '2' -mip_strategy_backtrack '0.9057299398242304' -mip_strategy_bbinterval '232' -mip_strategy_branch '-1' -mip_strategy_dive '3' -mip_strategy_file '1' -mip_strategy_fpheur '-1' -mip_strategy_heuristicfreq '17347.553661577433' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '1' -mip_strategy_order 'no' -mip_strategy_presolvenode '3' -mip_strategy_probe '1' -mip_strategy_rinsheur '13847' -mip_strategy_search '0' -mip_strategy_startalgorithm '2' -mip_strategy_subalgorithm '1' -mip_strategy_variableselect '1' -network_netfind '1' -network_pricing '1' -preprocessing_aggregator '54256' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '3' -preprocessing_dependency '2' -preprocessing_dual '1' -preprocessing_fill '2260' -preprocessing_linear '1' -preprocessing_numpass '36748' -preprocessing_reduce '3' -preprocessing_relax '-1' -preprocessing_repeatpresolve '2' -preprocessing_symmetry '-1' -read_scale '-1' -sifting_algorithm '2' -simplex_crash '1' -simplex_dgradient '0' -simplex_limits_perturbation '30815' -simplex_limits_singularity '40762' -simplex_perturbation_switch 'no' -simplex_pgradient '1' -simplex_pricing '49346' -simplex_refactor '5550.563965082263' -simplex_tolerances_markowitz '1.7608819494776274E-4'
19,-barrier_algorithm '0' -barrier_crossover '0' -barrier_limits_corrections '49889' -barrier_limits_growth '5059.056919390907' -barrier_ordering '0' -barrier_startalg '2' -emphasis_memory 'no' -emphasis_mip '3' -emphasis_numerical 'yes' -feasopt_mode '5' -lpmethod '0' -mip_cuts_cliques '2' -mip_cuts_covers '1' -mip_cuts_disjunctive '-1' -mip_cuts_flowcovers '2' -mip_cuts_gomory '2' -mip_cuts_gubcovers '1' -mip_cuts_implied '1' -mip_cuts_mcfcut '-1' -mip_cuts_mircut '2' -mip_cuts_pathcut '1' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '35753' -mip_limits_cutpasses '15339' -mip_limits_cutsfactor '3.5298601246623806' -mip_limits_gomorycand '180' -mip_limits_gomorypass '9968' -mip_limits_submipnodelim '1665' -mip_ordertype '1' -mip_strategy_backtrack '0.6426351509416109' -mip_strategy_bbinterval '364' -mip_strategy_branch '0' -mip_strategy_dive '2' -mip_strategy_file '1' -mip_strategy_fpheur '1' -mip_strategy_heuristicfreq '9396.538713855072' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '1' -mip_strategy_order 'yes' -mip_strategy_presolvenode '3' -mip_strategy_probe '0' -mip_strategy_rinsheur '18797' -mip_strategy_search '0' -mip_strategy_startalgorithm '3' -mip_strategy_subalgorithm '3' -mip_strategy_variableselect '4' -network_netfind '2' -network_pricing '0' -perturbation_constant '2.614223249407942E-4' -preprocessing_aggregator '36295' -preprocessing_boundstrength '0' -preprocessing_coeffreduce '3' -preprocessing_dependency '-1' -preprocessing_dual '0' -preprocessing_fill '297' -preprocessing_linear '0' -preprocessing_numpass '21908' -preprocessing_reduce '0' -preprocessing_relax '1' -preprocessing_repeatpresolve '2' -preprocessing_symmetry '5' -read_scale '1' -sifting_algorithm '3' -simplex_crash '-1' -simplex_dgradient '1' -simplex_limits_perturbation '6577' -simplex_limits_singularity '4' -simplex_perturbation_switch 'yes' -simplex_pgradient '-1' -simplex_pricing '48530' -simplex_refactor '2441.584149574745' -simplex_tolerances_markowitz '0.2928966320610885'
20,-barrier_algorithm '2' -barrier_crossover '2' -barrier_limits_corrections '58832' -barrier_limits_growth '2.360266533653769E13' -barrier_ordering '3' -barrier_startalg '3' -emphasis_memory 'no' -emphasis_mip '0' -emphasis_numerical 'no' -feasopt_mode '1' -lpmethod '1' -mip_cuts_cliques '-1' -mip_cuts_covers '-1' -mip_cuts_disjunctive '-1' -mip_cuts_flowcovers '1' -mip_cuts_gomory '2' -mip_cuts_gubcovers '-1' -mip_cuts_implied '2' -mip_cuts_mcfcut '0' -mip_cuts_mircut '2' -mip_cuts_pathcut '1' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '51314' -mip_limits_cutpasses '55726' -mip_limits_cutsfactor '5419.33935581802' -mip_limits_gomorycand '1' -mip_limits_gomorypass '7647' -mip_limits_submipnodelim '10' -mip_ordertype '3' -mip_strategy_backtrack '0.26839871629743306' -mip_strategy_bbinterval '56303' -mip_strategy_branch '0' -mip_strategy_dive '0' -mip_strategy_file '0' -mip_strategy_fpheur '2' -mip_strategy_heuristicfreq '29715.905754278356' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '2' -mip_strategy_order 'yes' -mip_strategy_presolvenode '1' -mip_strategy_probe '2' -mip_strategy_rinsheur '30214' -mip_strategy_search '1' -mip_strategy_startalgorithm '2' -mip_strategy_subalgorithm '5' -mip_strategy_variableselect '2' -network_netfind '1' -network_pricing '2' -perturbation_constant '1.4137151898184486E-6' -preprocessing_aggregator '4411' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '-1' -preprocessing_dependency '1' -preprocessing_dual '0' -preprocessing_fill '24' -preprocessing_linear '1' -preprocessing_numpass '25122' -preprocessing_reduce '1' -preprocessing_relax '0' -preprocessing_repeatpresolve '3' -preprocessing_symmetry '0' -read_scale '0' -sifting_algorithm '1' -simplex_crash '1' -simplex_dgradient '5' -simplex_limits_perturbation '44173' -simplex_limits_singularity '1' -simplex_perturbation_switch 'yes' -simplex_pgradient '4' -simplex_pricing '46891' -simplex_refactor '2953.3501860698784' -simplex_tolerances_markowitz '0.0020666910719222423'
21,-barrier_algorithm '0' -barrier_crossover '2' -barrier_limits_corrections '18946' -barrier_limits_growth '6.523716725773762E10' -barrier_ordering '0' -barrier_startalg '4' -emphasis_memory 'no' -emphasis_mip '4' -emphasis_numerical 'yes' -feasopt_mode '4' -lpmethod '4' -mip_cuts_cliques '0' -mip_cuts_covers '2' -mip_cuts_disjunctive '2' -mip_cuts_flowcovers '0' -mip_cuts_gomory '2' -mip_cuts_gubcovers '1' -mip_cuts_implied '-1' -mip_cuts_mcfcut '-1' -mip_cuts_mircut '0' -mip_cuts_pathcut '2' -mip_cuts_zerohalfcut '-1' -mip_limits_aggforcut '8732' -mip_limits_cutpasses '11672' -mip_limits_cutsfactor '244.69856171913966' -mip_limits_gomorycand '13151' -mip_limits_gomorypass '49738' -mip_limits_submipnodelim '46' -mip_ordertype '1' -mip_strategy_backtrack '0.5698932962620321' -mip_strategy_bbinterval '15160' -mip_strategy_branch '1' -mip_strategy_dive '3' -mip_strategy_file '1' -mip_strategy_fpheur '2' -mip_strategy_heuristicfreq '19185.161875738348' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '2' -mip_strategy_order 'yes' -mip_strategy_presolvenode '2' -mip_strategy_probe '3' -mip_strategy_rinsheur '19574' -mip_strategy_search '0' -mip_strategy_startalgorithm '4' -mip_strategy_subalgorithm '4' -mip_strategy_variableselect '1' -network_netfind '3' -network_pricing '2' -preprocessing_aggregator '14246' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '0' -preprocessing_dependency '0' -preprocessing_dual '-1' -preprocessing_fill '11098' -preprocessing_linear '0' -preprocessing_numpass '52524' -preprocessing_reduce '3' -preprocessing_relax '0' -preprocessing_repeatpresolve '2' -preprocessing_symmetry '0' -read_scale '0' -sifting_algorithm '0' -simplex_crash '0' -simplex_dgradient '3' -simplex_limits_perturbation '40301' -simplex_limits_singularity '3903' -simplex_perturbation_switch 'no' -simplex_pgradient '3' -simplex_pricing '58514' -simplex_refactor '7672.729620172004' -simplex_tolerances_markowitz '0.00493482522265613'
22,-barrier_algorithm '0' -barrier_crossover '1' -barrier_limits_corrections '31566' -barrier_limits_growth '2032686.904255094' -barrier_ordering '3' -barrier_startalg '4' -emphasis_memory 'no' -emphasis_mip '0' -emphasis_numerical 'yes' -feasopt_mode '2' -lpmethod '0' -mip_cuts_cliques '0' -mip_cuts_covers '1' -mip_cuts_disjunctive '1' -mip_cuts_flowcovers '-1' -mip_cuts_gomory '0' -mip_cuts_gubcovers '2' -mip_cuts_implied '2' -mip_cuts_mcfcut '-1' -mip_cuts_mircut '-1' -mip_cuts_pathcut '1' -mip_cuts_zerohalfcut '-1' -mip_limits_aggforcut '53328' -mip_limits_cutpasses '48830' -mip_limits_cutsfactor '8.144225872570336' -mip_limits_gomorycand '1' -mip_limits_gomorypass '50596' -mip_limits_submipnodelim '17' -mip_ordertype '3' -mip_strategy_backtrack '0.9457697076830017' -mip_strategy_bbinterval '30486' -mip_strategy_branch '1' -mip_strategy_dive '2' -mip_strategy_file '0' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '58090.27303153285' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '2' -mip_strategy_order 'no' -mip_strategy_presolvenode '2' -mip_strategy_probe '3' -mip_strategy_rinsheur '60507' -mip_strategy_search '2' -mip_strategy_startalgorithm '2' -mip_strategy_subalgorithm '1' -mip_strategy_variableselect '4' -network_netfind '1' -network_pricing '2' -perturbation_constant '1.708483416643677E-8' -preprocessing_aggregator '11648' -preprocessing_boundstrength '0' -preprocessing_coeffreduce '0' -preprocessing_dependency '3' -preprocessing_dual '-1' -preprocessing_fill '199' -preprocessing_linear '0' -preprocessing_numpass '47755' -preprocessing_reduce '0' -preprocessing_relax '0' -preprocessing_repeatpresolve '-1' -preprocessing_symmetry '0' -read_scale '-1' -sifting_algorithm '3' -simplex_crash '-1' -simplex_dgradient '2' -simplex_limits_perturbation '51495' -simplex_limits_singularity '167' -simplex_perturbation_switch 'yes' -simplex_pgradient '0' -simplex_pricing '45131' -simplex_refactor '4603.8815565715995' -simplex_tolerances_markowitz '0.04265233161438006'
